nom_plat,formalitat,temperatura,complexitat,mida_racio,te_ordre,categoria,procedencia_plat,preu_cost,apte_esdeveniment,disponibilitat,ingredients,ingredients_norm,preu_cost_before
Tomàquets farcits,informal,tebi,mitjana,mitjana,primer,vegetal_entrant,Internacional,6.86,"['empresa', 'aniversari']",['estiu'],"['tomàquet', 'bolets', 'ceba', 'herbes', 'pebre', 'all', 'sal', 'oli']","['tomàquet', 'bolets', 'ceba', 'herbes', 'pebre', 'all', 'sal', 'oli']",5.0
Tortilla de patata,informal,tebi,alta,gran,primer,entrant_calent,Espanya,6.5,"['empresa', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'patata', 'ceba', ""oli d'oliva"", 'sal']","['ou', 'patata', 'ceba', ""oli d'oliva"", 'sal']",5.5
Wontons cruixents de crema de formatge (agredolça),formal,tebi,alta,petita,primer,entrant_calent,Xina,7.28,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['formatge crema', 'massa wonton', 'oli', 'salsa agredolça']","['formatge crema', 'massa wonton', 'oli', 'salsa agredolça']",5.5
Xató clàssic amb bacallà i tonyina,formal,tebi,baixa,mitjana,primer,amanida_fresca,Catalunya,9.65,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ametlles', 'avellanes', 'anxoves', 'all', 'nyores', 'pebrot', 'pa', 'vinagre', 'oli', 'sal', 'endívies', 'tonyina', 'bacallà', 'olives']","['ametlles', 'avellanes', 'anxoves', 'all', 'nyores', 'pebrot', 'pa', 'vinagre', 'oli', 'sal', 'endívies', 'tonyina', 'bacallà', 'olives']",5.5
Ají de gallina cremós,formal,tebi,mitjana,mitjana,segon,aus,Perú,18.84,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'ceba', 'chili', 'sal', 'pebre', 'brou', 'pa', 'arròs', 'ou', 'patata', 'olives', 'formatge']","['pollastre', 'ceba', 'chili', 'sal', 'pebre', 'brou', 'pa', 'arròs', 'ou', 'patata', 'olives', 'formatge']",11.5
Pollastre fregit ruandès especiat (Akabenz),informal,tebi,alta,mitjana,segon,aus,Ruanda,14.14,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sal', 'pebre', 'paprika', 'all', 'ceba', 'herbes', 'pollastre', 'oli']","['farina', 'sal', 'pebre', 'paprika', 'all', 'ceba', 'herbes', 'pollastre', 'oli']",8.0
Albergínia a la brasa amb miso i sèsam,informal,tebi,mitjana,petita,segon,forn_brasa,Àsia Oriental,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['albergínia', 'oli', 'miso', 'sucre', 'sèsam']","['albergínia', 'oli', 'miso', 'sucre', 'sèsam']",4.8
Albergínia a la brasa amb mantega d'all,informal,tebi,mitjana,mitjana,segon,forn_brasa,Àsia Oriental,9.52,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['albergínia', 'oli', 'mantega', 'all', 'sèsam']","['albergínia', 'oli', 'mantega', 'all', 'sèsam']",5.8
Albergínia al forn amb tomàquet i nous,informal,tebi,alta,mitjana,segon,forn_brasa,Mediterrània,9.56,['totes'],['estiu'],"['albergínia', 'xampinyons', 'tomàquet', 'ceba', 'all', 'sal', 'canyella', 'pebre', 'oli', 'nous', 'tàperes', 'tomàquet concentrat']","['albergínia', 'xampinyons', 'tomàquet', 'ceba', 'all', 'sal', 'canyella', 'pebre', 'oli', 'nous', 'tàperes', 'tomàquet concentrat']",6.2
Albergínia amb pebrot i tomàquet (Kyopulo),informal,calent,mitjana,mitjana,segon,vegetal_proteic,Bulgària,6.5,['totes'],['estiu'],"['albergínia', 'pebrot', 'tomàquet', 'all', 'oli', 'vinagre', 'sal', 'julivert']","['albergínia', 'pebrot', 'tomàquet', 'all', 'oli', 'vinagre', 'sal', 'julivert']",5.2
Albergínia farcida egípcia,formal,tebi,alta,mitjana,segon,guisat,Egipte,11.99,['totes'],['estiu'],"['albergínia', 'carn', 'arròs', 'ceba', 'all', 'herbes', 'concentrat de tomàquet', 'comí', 'paprika', 'canel·la', 'oli', 'sal', 'pebre']","['albergínia', 'carn', 'arròs', 'ceba', 'all', 'herbes', 'concentrat de tomàquet', 'comí', 'paprika', 'canel·la', 'oli', 'sal', 'pebre']",6.8
Albergínia rostida amb ceba dolça,informal,tebi,mitjana,mitjana,segon,forn_brasa,Mediterrània,8.84,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['albergínia', 'oli', 'ceba', 'sal']","['albergínia', 'oli', 'ceba', 'sal']",6.0
Parmesana d'albergínia,formal,tebi,alta,gran,segon,forn_brasa,Itàlia,13.61,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']",['estiu'],"['albergínia', 'tomàquet', 'formatge', 'farina', 'oli', 'sal', 'herbes']","['albergínia', 'tomàquet', 'formatge', 'farina', 'oli', 'sal', 'herbes']",6.8
Ales de gall dindi amb pebre,informal,calent,alta,gran,segon,aus,Nigèria,11.57,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ales de gall dindi', 'ceba', 'all en pols', 'gingebre', 'cub de brou', 'farigola', 'pebrot', 'oli', 'sal']","['ales de gall dindi', 'ceba', 'all en pols', 'gingebre', 'cub de brou', 'farigola', 'pebrot', 'oli', 'sal']",7.5
Ales BBQ clàssiques,informal,tebi,alta,mitjana,segon,aus,Estats Units,14.05,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'salsa barbacoa', 'paprika', 'llimona', 'sal', 'pebre', 'caiena', ""fum d'hickory""]","['pollastre', 'salsa barbacoa', 'paprika', 'llimona', 'sal', 'pebre', 'caiena', ""fum d'hickory""]",7.5
Ales al romaní i balsàmic,informal,tebi,mitjana,mitjana,segon,aus,Mediterrània,11.14,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'vinagre balsàmic', 'romaní', 'sal', 'pebre', 'xili', 'paprika', 'all', 'farina de blat de moro', 'oli']","['pollastre', 'vinagre balsàmic', 'romaní', 'sal', 'pebre', 'xili', 'paprika', 'all', 'farina de blat de moro', 'oli']",7.0
"Ales ""Buffalo"" amb mantega picant",informal,tebi,mitjana,mitjana,segon,aus,Estats Units,9.85,['totes'],['estiu'],"['ales de pollastre', 'oli', 'espècies', 'mantega', 'salsa picant', 'tomàquet concentrat', 'soia', 'pebre']","['ales de pollastre', 'oli', 'espècies', 'mantega', 'salsa picant', 'tomàquet concentrat', 'soia', 'pebre']",6.0
Ales cruixents estil asiàtic,informal,tebi,alta,mitjana,segon,aus,Àsia Oriental,10.47,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'farina de blat de moro', 'ou', 'salsa hoisin', 'salsa de soja', 'salsa picant', 'all', 'gingebre', ""oli d'all picant""]","['pollastre', 'farina de blat de moro', 'ou', 'salsa hoisin', 'salsa de soja', 'salsa picant', 'all', 'gingebre', ""oli d'all picant""]",6.5
Ales picants amb llima i chipotle,informal,tebi,alta,mitjana,segon,aus,Mèxic,12.7,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'ales', 'sal', 'pebre', 'salsa', 'mantega', 'llimona', 'all']","['oli', 'ales', 'sal', 'pebre', 'salsa', 'mantega', 'llimona', 'all']",6.5
Aletes amb mel i llima,informal,tebi,alta,mitjana,segon,aus,Amèrica del Nord,9.31,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'suc de llima', 'mel', 'maizena', 'salsa', 'all', 'oli']","['pollastre', 'suc de llima', 'mel', 'maizena', 'salsa', 'all', 'oli']",6.2
Aletes BBQ amb mel,informal,tebi,alta,gran,segon,aus,Estats Units,10.01,['totes'],['estiu'],"['pollastre', 'sal', 'pebre', 'tomàquet', 'mel', 'vinagre', 'oli']","['pollastre', 'sal', 'pebre', 'tomàquet', 'mel', 'vinagre', 'oli']",6.2
Aletes BBQ fum d'hickory,informal,tebi,alta,mitjana,segon,aus,Estats Units,12.2,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'salsa', 'fum hickory', 'oli']","['pollastre', 'salsa', 'fum hickory', 'oli']",6.5
Aletes picants fregides,informal,tebi,mitjana,mitjana,segon,aus,Estats Units (Sud),9.48,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['aletes de pollastre', 'pebre vermell', 'pebre', 'sal', 'paprika', 'ou', 'pell de llima', 'sèmola de blat de moro', 'oli']","['aletes de pollastre', 'pebre vermell', 'pebre', 'sal', 'paprika', 'ou', 'pell de llima', 'sèmola de blat de moro', 'oli']",5.8
Aletes glaçades amb xarop d'auró,informal,tebi,mitjana,petita,segon,aus,Canadà,8.62,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'fum hickory', 'sal', 'pebre', ""xarop d'auró"", 'maizena', 'salsa']","['pollastre', 'fum hickory', 'sal', 'pebre', ""xarop d'auró"", 'maizena', 'salsa']",5.2
Aletes picants amb tequila i llima,informal,calent,alta,mitjana,segon,aus,Mèxic,9.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['aletes de pollastre', 'sal', 'pebre', 'tequila', 'llimona', 'salsa picant', 'oli']","['aletes de pollastre', 'sal', 'pebre', 'tequila', 'llimona', 'salsa picant', 'oli']",5.8
Aletes al xipotle fumat,informal,calent,alta,gran,segon,aus,Mèxic,9.78,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['aletes', 'salsa chipotle', 'mantega', 'all', 'oli']","['aletes', 'salsa chipotle', 'mantega', 'all', 'oli']",6.5
Alicha Wot suau (estofat etíop),informal,tebi,alta,mitjana,segon,guisat,Etiòpia,11.16,['totes'],['estiu'],"['oli', 'ceba', 'all', 'espècies', 'gingebre', 'tomàquet', 'cúrcuma', 'comí', 'coriandre', 'sal', 'carn', 'pebre', 'brou', 'julivert']","['oli', 'ceba', 'all', 'espècies', 'gingebre', 'tomàquet', 'cúrcuma', 'comí', 'coriandre', 'sal', 'carn', 'pebre', 'brou', 'julivert']",6.5
Amanida de pasta amb pollastre,informal,fred,baixa,mitjana,segon,farinaci_principal,Europa Occidental,7.69,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pastanaga', 'cogombre', 'pasta', 'mongetes', 'pèsols', 'blat de moro', 'faves', 'ou', 'pollastre', 'salses']","['pastanaga', 'cogombre', 'pasta', 'mongetes', 'pèsols', 'blat de moro', 'faves', 'ou', 'pollastre', 'salses']",5.0
Arròs al curri amb panses,informal,tebi,mitjana,mitjana,segon,farinaci_principal,Índia,7.1,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['arròs', 'greix', 'curri', 'ceba', 'raïm sec', 'brou']","['arròs', 'greix', 'curri', 'ceba', 'raïm sec', 'brou']",5.0
Arròs al forn amb carn i tomàquet (Malta),formal,tebi,alta,gran,segon,forn_brasa,Malta,15.55,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']",['estiu'],"['ceba', 'oli', 'bacó', 'all', 'tomàquet', 'carn picada', 'ou', 'arròs', 'aigua', 'formatge', 'sal', 'pebre']","['ceba', 'oli', 'bacó', 'all', 'tomàquet', 'carn picada', 'ou', 'arròs', 'aigua', 'formatge', 'sal', 'pebre']",8.0
Arròs amb blat de moro i verdures,formal,tebi,alta,mitjana,segon,farinaci_principal,Àfrica Occidental,10.95,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']",['estiu'],"['ceba', 'pebrot', 'all', 'oli', 'espècies', 'arròs', 'brou', 'vi', 'fulles']","['ceba', 'pebrot', 'all', 'oli', 'espècies', 'arròs', 'brou', 'vi', 'fulles']",5.5
Arròs amb moltó estofat,formal,tebi,alta,gran,segon,guisat,Orient Mitjà,15.58,['totes'],['estiu'],"['tomàquet', 'xili', 'all', 'ceba', 'carn de moltó', 'brou', 'arròs']","['tomàquet', 'xili', 'all', 'ceba', 'carn de moltó', 'brou', 'arròs']",7.5
Arròs amb coco,segon,alta,mitjana,mitjana,postres,"""['arròs','sal','albergínia','oli','coriandre','llenties','xili','coco','llimona','cúrcuma']""",farinaci_principal,6.5,['7.0'],['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['estiu', 'hivern', 'primavera', 'tardor']",0.0
Mejadra (arròs amb llenties i ceba),informal,tebi,mitjana,mitjana,segon,vegetal_proteic,Orient Mitjà,8.49,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llenties', 'oli', 'sal', 'baharat', 'comí', 'cardamoma', 'aigua', 'arròs', 'pebre', 'ceba']","['llenties', 'oli', 'sal', 'baharat', 'comí', 'cardamoma', 'aigua', 'arròs', 'pebre', 'ceba']",6.0
Arròs amb mongetes a la jamaicana,informal,tebi,mitjana,mitjana,segon,vegetal_proteic,Carib,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mongetes', 'aigua', 'sal', 'all', 'llet de coco', 'pebre', 'ceba tendra', 'farigola', 'margarina', 'espècies', 'arròs']","['mongetes', 'aigua', 'sal', 'all', 'llet de coco', 'pebre', 'ceba tendra', 'farigola', 'margarina', 'espècies', 'arròs']",4.8
Arròs amb frijoles negres,informal,tebi,mitjana,mitjana,segon,vegetal_proteic,Cuba,8.51,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mongetes negres', 'pebrot', 'oli', 'ceba', 'all', 'sal', 'pebre', 'orenga', 'llorer', 'sucre', 'vinagre', 'vi', 'arròs']","['mongetes negres', 'pebrot', 'oli', 'ceba', 'all', 'sal', 'pebre', 'orenga', 'llorer', 'sucre', 'vinagre', 'vi', 'arròs']",6.0
Arròs fred amb ou i xili,informal,fred,alta,mitjana,segon,farinaci_principal,Àsia Oriental,8.48,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['arròs', 'ceba', 'chili', 'gingebre', 'all', 'espècies', 'sal', 'ou']","['arròs', 'ceba', 'chili', 'gingebre', 'all', 'espècies', 'sal', 'ou']",5.0
Arròs amb pollastre casolà,informal,tebi,alta,gran,segon,aus,Espanya,12.17,['totes'],['estiu'],"['pollastre', 'oli', 'all', 'ceba', 'pebrot', 'tomàquet', 'espècies', 'arròs', 'brou']","['pollastre', 'oli', 'all', 'ceba', 'pebrot', 'tomàquet', 'espècies', 'arròs', 'brou']",8.0
Arròs amb safrà i mongetes,formal,tebi,alta,mitjana,segon,vegetal_proteic,Mediterrània,10.22,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']",['estiu'],"['oli', 'curry', 'patata', 'ceba', 'pebrot', 'tomàquet', 'all', 'pinyons', 'comí', 'orenga', 'xili', 'paprika', 'safrà', 'vi negre', 'arròs', 'mongetes', 'formatge']","['oli', 'curry', 'patata', 'ceba', 'pebrot', 'tomàquet', 'all', 'pinyons', 'comí', 'orenga', 'xili', 'paprika', 'safrà', 'vi negre', 'arròs', 'mongetes', 'formatge']",6.0
Arròs amb tofu i fruits secs,informal,tebi,mitjana,petita,segon,vegetal_proteic,Àsia Oriental,7.98,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['arròs', 'tofu', 'oli', 'ametlles', 'anacards', 'panses', 'llorer', 'pebre', 'canyella', 'clau', 'aigua', 'sal']","['arròs', 'tofu', 'oli', 'ametlles', 'anacards', 'panses', 'llorer', 'pebre', 'canyella', 'clau', 'aigua', 'sal']",5.5
Arròs de mantega a l'estil liberià,informal,tebi,mitjana,mitjana,segon,farinaci_principal,Liberia,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['arròs', 'brou', 'ceba', 'all', 'mantega', 'llorer', 'sal', 'pebre', 'julivert']","['arròs', 'brou', 'ceba', 'all', 'mantega', 'llorer', 'sal', 'pebre', 'julivert']",4.5
Arròs de tamarinde (Puliyodarai),informal,tebi,mitjana,mitjana,segon,farinaci_principal,Índia,10.74,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['arròs', 'llenties', 'coriandre', 'fenigrec', 'xili', 'oli', 'sèsam', 'fulles de curri', 'tamarinde', 'cúrcuma', 'sal']","['arròs', 'llenties', 'coriandre', 'fenigrec', 'xili', 'oli', 'sèsam', 'fulles de curri', 'tamarinde', 'cúrcuma', 'sal']",7.0
Arròs de tamarinde sud-indi (Pulihora),informal,tebi,alta,mitjana,segon,farinaci_principal,Índia,11.12,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['arròs', 'oli', 'xili', 'llenties', 'mongetes', 'llavors de mostassa', 'fulles de curri', 'cúrcuma', 'tamarinde', 'sal', 'jaggery']","['arròs', 'oli', 'xili', 'llenties', 'mongetes', 'llavors de mostassa', 'fulles de curri', 'cúrcuma', 'tamarinde', 'sal', 'jaggery']",7.0
Pohe (arròs especiat),informal,tebi,mitjana,petita,segon,farinaci_principal,Índia,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['arròs', 'oli', 'rai', 'cúrcuma', 'xili', 'ceba', 'sal']","['arròs', 'oli', 'rai', 'cúrcuma', 'xili', 'ceba', 'sal']",4.5
Arròs fregit clàssic,informal,fred,mitjana,mitjana,segon,farinaci_principal,Àsia Oriental,7.49,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['arròs', 'soja', 'oli', 'verdures', 'ou', 'sal', 'pebre', 'carn', 'peix']","['arròs', 'soja', 'oli', 'verdures', 'ou', 'sal', 'pebre', 'carn', 'peix']",4.8
Arròs fregit estil indi,informal,tebi,mitjana,mitjana,segon,farinaci_principal,Índia,6.83,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'ou', 'all', 'pebres', 'mongetes', 'ceba tendra', 'peix o pollastre', 'arròs', 'sal', 'pebre', 'soja']","['oli', 'ou', 'all', 'pebres', 'mongetes', 'ceba tendra', 'peix o pollastre', 'arròs', 'sal', 'pebre', 'soja']",5.0
Arròs fregit africà (Riz Gras),formal,tebi,alta,gran,segon,farinaci_principal,Àfrica Occidental,13.08,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['arròs', 'oli', 'ceba', 'verdures', 'carn', 'ou', 'salsa de soja', 'oli de sèsam', 'sal', 'ceba tendra']","['arròs', 'oli', 'ceba', 'verdures', 'carn', 'ou', 'salsa de soja', 'oli de sèsam', 'sal', 'ceba tendra']",7.0
Arròs fregit al gin,informal,calent,alta,mitjana,segon,farinaci_principal,Europa Occidental,7.63,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['arròs', 'sal', 'pebre', 'ou', 'soja', 'gin', 'pollastre', 'mantega', 'all', 'pebrot']","['arròs', 'sal', 'pebre', 'ou', 'soja', 'gin', 'pollastre', 'mantega', 'all', 'pebrot']",5.5
Arròs fregit amb barbacoa i porc,informal,tebi,mitjana,mitjana,segon,farinaci_principal,Estats Units,9.66,['totes'],['estiu'],"['oli', 'ceba', 'all', 'chili', 'porc', 'pastanaga', 'arròs', 'salsa barbacoa', 'soja', 'ou', 'peix', 'verdures']","['oli', 'ceba', 'all', 'chili', 'porc', 'pastanaga', 'arròs', 'salsa barbacoa', 'soja', 'ou', 'peix', 'verdures']",6.2
Arròs fregit amb bolets i pollastre,formal,tebi,mitjana,mitjana,segon,farinaci_principal,Àsia Oriental,12.09,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']",['estiu'],"['oli', 'all', 'ceba', 'pebrot', 'pollastre', 'gamba', 'bolets', 'arròs', ""salsa d'ostra"", 'pols de pollastre', 'sal', 'salsa hoisin']","['oli', 'all', 'ceba', 'pebrot', 'pollastre', 'gamba', 'bolets', 'arròs', ""salsa d'ostra"", 'pols de pollastre', 'sal', 'salsa hoisin']",6.8
Arròs fregit tailandès amb cacauet,informal,tebi,alta,mitjana,segon,farinaci_principal,Tailàndia,8.58,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['soja', 'aigua', 'sirope', 'cacauet', 'pasta de curry', 'vinagre negre', 'oli', 'ou', 'arròs', 'edamame', 'pastanaga', 'cacauets']","['soja', 'aigua', 'sirope', 'cacauet', 'pasta de curry', 'vinagre negre', 'oli', 'ou', 'arròs', 'edamame', 'pastanaga', 'cacauets']",5.5
Arròs fregit tailandès amb cacauet (vegà),informal,tebi,mitjana,mitjana,segon,farinaci_principal,Tailàndia,7.41,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['soja', 'aigua', 'sirope', 'cacauet', 'pasta de curry vegana', 'vinagre negre', 'oli', 'edamame', 'arròs', 'pastanaga', 'cacauets']","['soja', 'aigua', 'sirope', 'cacauet', 'pasta de curry vegana', 'vinagre negre', 'oli', 'edamame', 'arròs', 'pastanaga', 'cacauets']",5.0
Arròs fregit amb coco,segon,alta,mitjana,mitjana,postres,"""['arròs','oli de coco','ceba','all','farigola','gingebre','llet de coco','brou','llorer','curry','pebre','sal','gamba','pastanaga','blat de moro','pebrot']""",marisc,6.5,['7.0'],['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['estiu', 'hivern', 'primavera', 'tardor']",0.0
Arròs fregit amb col i comí,informal,tebi,alta,mitjana,segon,farinaci_principal,Àsia Oriental,9.72,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ceba', 'all', 'pastanaga', 'oli', 'col', 'arròs', 'sal', 'comí']","['ceba', 'all', 'pastanaga', 'oli', 'col', 'arròs', 'sal', 'comí']",5.5
Arròs fregit amb cranc,informal,tebi,mitjana,mitjana,segon,marisc,Tailàndia,10.1,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'all', 'ceba', 'brots de soja', 'xili', 'cranc', 'ceba tendra', 'arròs', 'salsa de peix', 'sal', 'pebre']","['oli', 'all', 'ceba', 'brots de soja', 'xili', 'cranc', 'ceba tendra', 'arròs', 'salsa de peix', 'sal', 'pebre']",5.8
Arròs fregit amb curri i verdures,informal,tebi,mitjana,mitjana,segon,farinaci_principal,Índia,8.76,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'sèsam', 'all', 'ceba tendra', 'carn', 'verdures', 'arròs', 'espècies', 'soja', 'sal', 'pebre']","['oli', 'sèsam', 'all', 'ceba tendra', 'carn', 'verdures', 'arròs', 'espècies', 'soja', 'sal', 'pebre']",5.5
Arròs fregit amb gambes,informal,tebi,mitjana,mitjana,segon,marisc,Àsia Oriental,11.35,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['gamba', 'sal', 'pebre', 'oli', 'ou', 'all', 'gingebre', 'ceba', 'pebrot', 'pèsols', 'pastanaga', 'espècies', 'arròs', 'salsa de soja']","['gamba', 'sal', 'pebre', 'oli', 'ou', 'all', 'gingebre', 'ceba', 'pebrot', 'pèsols', 'pastanaga', 'espècies', 'arròs', 'salsa de soja']",6.2
Arròs fregit amb hamburguesa,informal,tebi,mitjana,mitjana,segon,carn,Estats Units,10.43,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'all', 'ceba', 'gingebre', 'pebrot', 'carn', 'ceba tendra', 'api', 'arròs', 'sal', 'pebre', 'soja']","['oli', 'all', 'ceba', 'gingebre', 'pebrot', 'carn', 'ceba tendra', 'api', 'arròs', 'sal', 'pebre', 'soja']",5.5
Arròs fregit amb marisc variat,informal,tebi,mitjana,mitjana,segon,marisc,Àsia Oriental,12.39,['totes'],['estiu'],"['oli', 'all', 'bacon', 'gamba', 'mandonguilles de peix', 'pollastre', 'arròs', 'brots de soja', 'ceba tendra', 'sal', 'pebre', 'xili', 'salsa de soja', 'verdures']","['oli', 'all', 'bacon', 'gamba', 'mandonguilles de peix', 'pollastre', 'arròs', 'brots de soja', 'ceba tendra', 'sal', 'pebre', 'xili', 'salsa de soja', 'verdures']",6.8
