nom_plat,mida_racio,complexitat,temperatura,te_ordre,formalitat,preu_cost,apte_esdeveniment,disponibilitat,ingredients
Púding libi de sèmola amb mantega,mitjana,alta,fred,postres,formal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'sèmola', 'sucre', 'espècies', 'llet', 'nous']"
Truita d’espàrrecs,mitjana,mitjana,tebi,segon,formal,7.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['espàrrecs', 'oli', 'all', 'ou', 'llet', 'formatge', 'herbes']"
Crema d’espàrrecs,mitjana,mitjana,tebi,primer,formal,5.5,['totes'],['primavera'],"['espàrrecs', 'aigua', 'ceba', 'mantega', 'nata', 'espècies']"
Espàrrecs amb sèsam i salsa de soja,mitjana,mitjana,calent,segon,informal,6.0,['totes'],['primavera'],"['espàrrecs', 'soja', 'sèsam', 'sal']"
Sopa picant de carn variada,mitjana,mitjana,calent,primer,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['carn', 'espècies', 'ceba', 'pebre', 'sal', 'fulles']"
Cabra amb salsa de pebrot (Asun),mitjana,alta,calent,segon,informal,8.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['cabra', 'sal', 'brou', 'ceba', 'pebrot']"
Sopa Atama,mitjana,alta,tebi,primer,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['carn', 'peix', 'fruita', 'espècies', 'cranc sec', 'sal']"
Estofat etíop de col i patata (Atkilt Wat),mitjana,mitjana,tebi,segon,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pastanaga', 'oli', 'ceba', 'all', 'espècies', 'col', 'patata', 'sal', 'cilantre']"
Mousse de xocolata baixa en carbohidrats,petita,baixa,fred,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['nata', 'aigua', 'xocolata', 'edulcorant']"
Tiramisú sense sucre,petita,baixa,fred,postres,formal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['nata agra', 'formatge', 'ou', 'cacau', 'cafè']"
Pastís atòmic de xocolata,gran,alta,tebi,postres,informal,7.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sucre', 'farina', 'cacau', 'llevat químic', 'sal', 'ou', 'llet', 'oli', 'vainilla', 'xocolata', 'nata']"
Postres de coco i moniato,petita,alta,calent,postres,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['moniato', 'sucre', 'canyella', 'aigua', 'coco']"
Sopa Atyever,mitjana,mitjana,calent,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['fulles', 'aigua', 'oli', 'peix', 'espècies', 'sal']"
Entrepà amb suc de carn (Au Jus Sandwich),mitjana,mitjana,tebi,segon,informal,7.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'carn', 'brou', 'mantega', 'espècies', 'pa']"
Pastís vegetal d’albergínia i ceba,mitjana,mitjana,tebi,postres,formal,6.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']",['estiu'],"['farina', 'mantega', 'ou', 'aigua', 'albergínia', 'ceba', 'tomàquet', 'formatge', 'nata']"
Dumplings austríacs d’albercoc,mitjana,alta,calent,postres,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['formatge', 'ou', 'sèmola', 'farina', 'albercoc', 'mantega', 'pa ratllat', 'espècies']"
Pastís de carn austríac,gran,mitjana,tebi,segon,formal,8.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pa', 'llet', 'ceba', 'carn', 'ou', 'pa ratllat', 'brou', 'espècies', 'puré', 'ceba caramel·litzada']"
Dumpling austríac de tovalló,gran,mitjana,tebi,segon,formal,7.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pa', 'ou', 'llet', 'mantega', 'ceba', 'julivert']"
Saltat de carn picant etíop (Awaze Tibs),mitjana,alta,tebi,segon,informal,8.5,['totes'],['estiu'],"['oli', 'carn', 'ceba', 'all', 'espècies', 'soja', 'vinagre', 'cilantre']"
Pollastre fregit amb mantega dolça (Ayam Goreng Mentega),gran,alta,tebi,segon,informal,8.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'sucre', 'sal', 'oli', 'all', 'ceba', 'mantega', 'soja', 'vi']"
Arròs Jollof amb Ayamase,gran,alta,tebi,segon,informal,8.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['carn', 'pebrot', 'espècies', 'brou', 'arròs', 'sebaki', 'peix']"
Ayaraya Ji (fesols i iuca nigerians),mitjana,mitjana,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mongetes', 'sal', 'espècies', 'iuca', 'oli']"
Ayaraya Oka (porridge de pèsol i blat de moro nigerià),petita,baixa,calent,primer,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mongetes', 'blat de moro', 'sal', 'oli', 'carn']"
Formatge fresc etíop (Ayib),petita,mitjana,tebi,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llet', 'ví', 'sal']"
Sopa asteca de fesols,mitjana,baixa,calent,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['blat de moro', 'mongetes', 'ceba', 'all', 'pebrot', 'espècies']"
Baba Ganoush (puré d’albergínia amb tahina),mitjana,mitjana,tebi,segon,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['albergínia', 'tahina', 'all', 'oli', 'sal']"
Costelles Baby Back,gran,alta,tebi,segon,informal,9.0,['totes'],"['estiu', 'hivern', 'tardor']","['porc', 'espècies', 'tomàquet', 'sucre', 'melassa', 'vinagre']"
Estofat de peix del solter,petita,baixa,calent,segon,informal,6.5,['totes'],['estiu'],"['mongetes', 'tomàquet', 'peix', 'curry']"
Costelles BBQ casolanes,gran,alta,tebi,segon,informal,8.5,['totes'],['estiu'],"['porc', 'sucre morè', 'espècies', 'tomàquet', 'melassa', 'soja', 'vinagre']"
Pollastre a la barbacoa,gran,alta,tebi,segon,informal,8.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'espècies', 'sucre morè', 'tomàquet', 'melassa', 'vinagre']"
Pollastre a la barbacoa,gran,alta,tebi,segon,informal,8.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'sal', 'aigua', 'sucre morè', 'all', 'llimona', 'brou', 'tomàquet', 'mel', 'vinagre', 'espècies']"
Pastes de formatge i bacó,petita,mitjana,tebi,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llet', 'ou', 'formatge', 'bacó', 'ceba', 'farina', 'mostassa', 'herbes']"
Pastís de bacó i ou,mitjana,alta,calent,postres,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'bacó', 'ou', 'sal', 'pebre', 'mantega']"
Tomàquets farcits de bacó i ou,petita,baixa,tebi,primer,informal,5.0,['totes'],['estiu'],"['tomàquet', 'bacó', 'api', 'ou', 'maionesa', 'julivert', 'espècies']"
Truita de formatge i bacó,mitjana,mitjana,calent,segon,informal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'formatge', 'bacó']"
Vieires embolicades amb bacó,petita,alta,calent,segon,formal,8.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['bacó', 'ostres', 'oli', 'soja', 'sucre']"
Torrada de bagel,petita,baixa,tebi,primer,informal,4.0,['totes'],['estiu'],"['pa', 'formatge', 'oliva', 'tomàquet', 'ceba', 'maionesa', 'ketchup']"
Baingan Bartha II (albergínia índia amb chili),mitjana,alta,calent,segon,informal,6.0,['totes'],['estiu'],"['albergínia', 'oli', 'all', 'gingebre', 'ceba', 'espècies', 'tomàquet', 'cilantre']"
Baingan Bartha I (albergínia amb coco i chili),mitjana,mitjana,tebi,primer,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['albergínia', 'chili', 'coco', 'cilantre', 'iogurt']"
Mongetes al forn,mitjana,mitjana,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mongetes', 'bacó', 'ceba', 'sucre morè']"
Brie al forn amb pasta de full,mitjana,mitjana,tebi,primer,formal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['brie', 'mantega', 'farina', 'ou']"
Truita de brunch al forn,gran,mitjana,calent,segon,informal,7.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pa', 'formatge', 'pernil', 'ou', 'llet', 'espècies']"
Col i bacó al forn,mitjana,mitjana,calent,segon,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['col', 'bacó', 'mantega', 'julivert', 'ou', 'formatge', 'espècies']"
Pits de pollastre al forn,mitjana,mitjana,calent,segon,informal,8.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'sal', 'pebre', 'oli', 'llimona']"
Pollastre al forn amb ceba i sumac,mitjana,alta,tebi,segon,formal,9.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'sal', 'pebre', 'oli', 'ceba', 'sumac', 'espècies', 'pa', 'pinyons']"
Crema al forn,petita,alta,tebi,postres,formal,5.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'sucre', 'sal', 'vainilla', 'llet', 'mantega']"
Albergínia al forn,mitjana,alta,tebi,segon,informal,6.0,['totes'],['estiu'],"['albergínia', 'xampinyons', 'tomàquet', 'ceba', 'all', 'sal', 'canyella', 'pebre', 'oli', 'nous', 'tàperes', 'tomàquet concentrat']"
Xai al forn amb iogurt,gran,alta,tebi,segon,formal,9.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['xai', 'mantega', 'arròs', 'sal', 'pebre', 'farina', 'iogurt', 'ou']"
Porros al forn,mitjana,mitjana,tebi,segon,informal,6.0,['totes'],['estiu'],"['porro', 'oli', 'ceba', 'carn picada', 'tomàquet', 'pebrot', 'sal', 'pebre']"
Halibut al forn amb llimona i farigola,mitjana,mitjana,tebi,segon,formal,8.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['halibut', 'oli', 'farigola', 'llimona', 'brou de peix', 'pebre']"
Civada al forn,mitjana,mitjana,tebi,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['civada', 'sucre morè', 'llevat químic', 'canyella', 'sal', 'llet', 'mantega', 'ou']"
Macarrons al forn (penne),mitjana,mitjana,tebi,segon,informal,7.0,['totes'],['estiu'],"['pasta', 'ricotta', 'ou', 'mantega', 'nata', 'sal', 'pebre', 'all', 'julivert', 'mozzarella', 'tomàquet', 'alfàbrega']"
Costelles de porc al forn,mitjana,mitjana,tebi,segon,informal,8.0,['totes'],"['hivern', 'tardor']","['costelles de porc', 'poma', 'ceba', 'mel', 'comí', 'all', 'pebre', 'mostassa']"
Patates al forn tallades,petita,mitjana,calent,primer,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['patata', 'greix', 'sal']"
Patates al forn,petita,baixa,calent,primer,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['patata', 'oli', 'sal', 'mantega o nata agra']"
Moniatos al forn,petita,baixa,calent,primer,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']",['moniato']
Tilàpia al forn amb vi blanc,petita,alta,tebi,segon,formal,8.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['tilàpia', 'vi blanc', 'all', 'herbes', 'ceba tendra', 'sal', 'pebre', 'mantega', 'midó', 'nata']"
Ziti al forn,mitjana,mitjana,calent,segon,formal,7.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['pasta', 'salsa de tomàquet', 'mozzarella', 'ricotta', 'parmesà', 'ou', 'alfàbrega', 'orenga', 'julivert', 'pa ratllat', 'pebre vermell', 'sal', 'pebre']"
Galetes de llevat en pols,petita,mitjana,calent,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llevat químic', 'sal', 'greix', 'llet']"
Baklava,petita,alta,tebi,postres,formal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pasta filo', 'nous', 'sucre', 'clau', 'canyella', 'mantega', 'mel', 'llimona', 'vainilla']"
Baklava amb festucs,petita,alta,tebi,postres,formal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sucre', 'aigua', 'canyella', 'mel', 'llimona', 'festucs', 'canyella', 'pasta filo', 'mantega']"
Carn d’anyell nigeriana especiada (Balangu),mitjana,mitjana,calent,segon,informal,7.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['xai', 'pebre', 'caiena', 'nou moscada', 'all', 'brou', 'sal', 'oli', 'ceba']"
Arròs Jollof amb carn d’anyell,gran,alta,tebi,segon,informal,7.5,['totes'],['estiu'],"['xai', 'ceba', 'sal', 'oli', 'tomàquet', 'aigua', 'arròs', 'farigola', 'curri', 'espècies suya']"
Vinagreta balsàmica,petita,baixa,fred,primer,informal,3.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vinagre balsàmic', 'oli', 'sal', 'pebre', 'enciam']"
Panini de vedella i brie amb balsàmic,mitjana,alta,tebi,segon,formal,7.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'vinagre balsàmic', 'sal', 'pebre', 'mantega', 'pa', 'formatge brie']"
Amaniment balsàmic per amanides,petita,baixa,fred,primer,informal,3.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vinagre balsàmic', 'oli', 'sal', 'pebre', 'all']"
Pastís vegà de plàtan i pera,mitjana,alta,tebi,postres,formal,6.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['plàtan', 'oli', 'farina', 'llevat químic', 'melmelada de rosa', 'pera', 'xocolata', 'coco']"
Pa de plàtan I,mitjana,mitjana,calent,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['plàtan', 'farina', 'ou', 'sucre', 'mantega']"
Pa de plàtan II,mitjana,mitjana,tebi,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'mantega', 'sucre', 'vainilla', 'farina', 'bicarbonat', 'sal', 'canyella', 'nata agra', 'plàtan', 'nous']"
Pa de plàtan III,gran,alta,tebi,postres,formal,5.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['plàtan', 'sucre', 'bicarbonat', 'ou', 'mantega', 'sal', 'farina', 'canyella', 'oli']"
Pa de plàtan amb nous,mitjana,alta,tebi,postres,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llevat químic', 'sal', 'mantega', 'sucre', 'ou', 'plàtan', 'nous']"
Pastís de plàtan,mitjana,mitjana,tebi,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llevat químic', 'bicarbonat', 'sal', 'canyella', 'mantega', 'sucre', 'ou', 'vainilla', 'plàtan', 'llet']"
Postres de plàtan amb caramel,mitjana,mitjana,tebi,postres,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['plàtan', 'vainilla', 'mantega', 'nata', 'caramel', 'gelat']"
Magdalenes de xips de plàtan,petita,mitjana,calent,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sucre', 'llevat químic', 'xocolata', 'ou', 'oli', 'llet', 'plàtan']"
Púding de pa i plàtan amb xocolata,gran,mitjana,tebi,postres,formal,6.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['xocolata', 'rom', 'ou', 'nata', 'vainilla', 'sucre', 'pa', 'mantega', 'plàtan']"
Frappé de cafè i plàtan,petita,mitjana,fred,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['gelat de vainilla', 'cafè', 'plàtan', 'gel']"
Crema freda de plàtan I,gran,mitjana,fred,postres,formal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['plàtan', 'nata', 'sucre', 'gelatina', 'licor', 'colorant']"
Crema freda de plàtan II,gran,mitjana,tebi,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['midó', 'llet', 'sucre', 'rovell d’ou', 'vainilla', 'plàtan']"
Pastís de crema de plàtan I,gran,alta,tebi,postres,formal,6.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['massa de pastís', 'sucre', 'farina', 'sal', 'llet', 'ou', 'mantega', 'vainilla', 'plàtan', 'llimona', 'nata']"
Pastís de crema de plàtan II,gran,alta,tebi,postres,formal,6.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['plàtan', 'sucre', 'farina', 'sal', 'llet', 'rovell d’ou', 'mantega', 'vainilla', 'massa de pastís', 'merenga']"
Pastís cruixent de plàtan i nata,gran,baixa,fred,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['púding de plàtan', 'llet', 'licor', 'nata', 'plàtan', 'galeta', 'xocolata']"
Curry de plàtan,mitjana,mitjana,calent,segon,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['plàtan', 'comí', 'cúrcuma', 'curri', 'llimona', 'nata', 'chili', 'mantega', 'sal']"
Batut de plàtan,petita,baixa,fred,postres,informal,3.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['plàtan', 'gelat', 'llet', 'sucre', 'canyella']"
Magdalenes de plàtan i nous,mitjana,mitjana,tebi,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'mel', 'llet', 'oli', 'plàtan', 'farina', 'sal', 'llevat químic', 'nous', 'sucre']"
Pancakes de plàtan i nou moscada,mitjana,mitjana,calent,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sucre', 'sal', 'llevat químic', 'bicarbonat', 'nou moscada', 'llet', 'ou', 'mantega', 'vainilla', 'oli', 'plàtan']"
Pa de plàtan i nous pecan,gran,alta,tebi,postres,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llevat químic', 'sal', 'mantega', 'sucre', 'ou', 'plàtan', 'llimona', 'nous']"
Púding de plàtan,mitjana,mitjana,fred,postres,formal,4.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['llet', 'sucre', 'mantega', 'sal', 'vainilla', 'ou', 'midó', 'galetes', 'llimona', 'plàtan', 'coco']"
Púding de plàtan,mitjana,mitjana,fred,postres,formal,4.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['plàtan', 'pebre', 'tomàquet', 'sal', 'cub de brou', 'cranc sec', 'oli']"
Rotlle de plàtan amb formatge cremós,gran,alta,tebi,postres,formal,6.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['sucre llustre', 'farina', 'llevat químic', 'bicarbonat', 'sal', 'ou', 'sucre', 'plàtan', 'vainilla', 'formatge cremós', 'mantega', 'extractes']"
Pancakes de plàtan amb espirulina,mitjana,mitjana,fred,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sucre', 'llevat químic', 'sal', 'espirulina', 'oli', 'llet d’arròs', 'plàtan', 'xarop']"
Banana Split I,petita,baixa,fred,postres,informal,4.5,['totes'],"['estiu', 'primavera']","['plàtan', 'gelat de vainilla', 'gelat de maduixa', 'gelat de xocolata', 'xocolata', 'nata']"
Banana Split II,petita,baixa,fred,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['plàtan', 'gelat', 'xocolata', 'decoracions', 'nata', 'cirera']"
Arròs Banga,mitjana,alta,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli de palma', 'pebrot', 'ceba', 'cranc sec', 'espècies', 'brou', 'sal', 'arròs', 'peix', 'fulles aromàtiques']"
Sopa Banga,mitjana,alta,tebi,primer,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['carn', 'peix sec', 'sal', 'ceba', 'brou', 'oli de palma', 'chili', 'espècies', 'cranc sec', 'herbes']"
Bangers and Mash (salsitxes amb puré),gran,mitjana,tebi,segon,informal,7.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['salsitxes', 'oli', 'mantega', 'puré de patata']"
Curry de Bangladesh,mitjana,alta,tebi,segon,informal,7.5,['totes'],['estiu'],"['tomàquet', 'ceba', 'oli', 'gingebre', 'all', 'chili', 'coriandre', 'comí', 'cúrcuma', 'sal', 'pebre', 'aigua', 'pollastre', 'iogurt', 'llima', 'arròs']"
Pastís Banoffee,gran,alta,tebi,postres,formal,7.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['galetes', 'mantega', 'llet condensada', 'sucre', 'nata', 'plàtan']"
Baozi al vapor farcits,mitjana,alta,tebi,postres,formal,5.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['llevat', 'sucre', 'aigua', 'farina', 'oli de sèsam', 'llevat químic', 'sal']"
Entrepà de brisket de vedella barbacoa,mitjana,mitjana,fred,segon,informal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'vinagre', 'salsa worcestershire', 'mel', 'mostassa', 'espècies', 'pa']"
