nom_plat,mida_racio,complexitat,temperatura,te_ordre,formalitat,preu_cost,apte_esdeveniment,disponibilitat,ingredients,categoria,procedencia_plat
Formatge i tomàquets búlgars (Sirene po Shopski),mitjana,mitjana,tebi,primer,informal,5.5,['totes'],['estiu'],"['formatge blanc', 'formatge groc', 'pebrots', 'tomàquet']",entrant_fred,Bulgària
Fritures de cassava malawianes,mitjana,mitjana,tebi,primer,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['cassava', 'ou', 'ceba', 'chili', 'mèl', 'farina de blat de moro', 'sal', 'oli']",entrant_calent,Malawi
Fritures de nyam (Ojojo),gran,alta,tebi,primer,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['nyam', 'pebrot', 'ceba', 'bouillon', 'sal', 'oli de cacauet']",entrant_calent,Nigèria
Fulles de parra farcides,mitjana,mitjana,tebi,primer,formal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['arròs', 'cúrcuma', 'pebre', 'sal', 'menta', 'raïm sec', 'julivert', 'ceba', 'oli', 'llimona']",amanida_fresca,Grècia
Fulles de parra farcides egípcies (Warak Enab Mahshi),petita,alta,tebi,primer,formal,6.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['fulles de parra', 'arròs', 'ceba', 'herbes', 'oli', 'llimona', 'comí', 'coriandre', 'sal', 'pebre']",amanida_fresca,Egipte
Fumet de vedella,petita,alta,tebi,primer,formal,5.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['ossos', 'ceba', 'porros', 'pastanaga', 'julivert', 'timó', 'llaurer', 'pebre', 'sal', 'aigua']",sopa_crema,França
Gaspatxo andalús,mitjana,mitjana,fred,primer,informal,5.0,['totes'],['estiu'],"['pa', 'tomàquet', 'pebrot', 'cogombre', 'all', 'vinagre', 'oli', 'sal', 'pebre', 'gel']",amanida_fresca,Espanya
Gazpacho de préssec i tomàquet,mitjana,mitjana,fred,primer,informal,5.0,['totes'],['estiu'],"['tomàquet', 'préssec', 'gel', 'ceba tendra', 'oli', 'vinagre', 'estragó', 'sal', 'pebre']",amanida_fresca,Espanya
Goulash de rossinyols,mitjana,mitjana,calent,primer,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['rossinyols', 'ceba', 'mantega', 'nata agra', 'paprika', 'vinagre de vi blanc', 'farina', 'julivert', 'sal', 'pebre']",entrant_calent,Hongria
Gyoza de porc,petita,alta,calent,primer,formal,7.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['porc', 'mostassa', 'salsa de soja', 'envolcall', 'salses']",entrant_calent,Japó
Karedok (amanida crua indonèsia amb vinagreta de cacauet),mitjana,alta,fred,primer,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pebre', 'all', 'xili', 'galanga', 'cacauets', 'sucre de palma', 'sal', 'pasta de gambes', 'aigua', 'cogombre', 'soja germinada', 'col', 'herbes', 'albergínia', 'xips de gamba']",amanida_fresca,Indonèsia
Kashkaval Pane (formatge fregit búlgar),mitjana,mitjana,tebi,primer,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","[‘kashkaval’, ‘oli’, ‘ou’, ‘farina’, ‘pa ratllat’, ‘julivert’]",entrant_calent,Bulgària
Kawlata maltès (sopa de verdures i porc),mitjana,alta,tebi,primer,informal,5.5,['totes'],['estiu'],"[‘porc’, ‘oli’, ‘ceba’, ‘col’, ‘patata’, ‘col-rave’, ‘coliflor’, ‘pastanaga’, ‘api’, ‘sal’, ‘pebre’, ‘tomàquet’, ‘passes’, ‘tomàquet concentrat’]",sopa_crema,Malta
Latkes de moniato i poma dolços,alta,alta,calent,primer,informal,5.0,['totes'],"['hivern', 'tardor']","['moniato', 'compota', 'mel', 'comí', 'sal', 'pebre', 'greix de porc']",entrant_calent,Europa de l’Est
Llenties índies amb verdures (Upeseru),mitjana,alta,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llenties', 'oli', 'mostassa', 'fulles de curri', 'ceba', 'xili verd', 'sal', 'tamarinde', 'all', 'pebre', 'comí', 'espinacs', 'llimona']",vegetal_entrant,Índia
Llesques de baguette amb brie poma i mantega de nous,mitjana,mitjana,tebi,primer,formal,5.5,['totes'],"['hivern', 'tardor']","['pa', 'mantega', 'nous', 'oli de cacauet', 'formatge fresc', 'poma', 'brie', 'sal']",entrant_fred,França
Mandonguilles vegetals fermentades (Masyaura),mitjana,mitjana,fred,primer,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina de llentia', 'verdures']",entrant_calent,Nepal
Margi Special (sopa nigeriana de peix i hibisc),mitjana,mitjana,tebi,primer,informal,5.0,['totes'],['estiu'],"['potassa', 'aigua', 'peix', 'chili', 'hibisc', 'espinacs', 'ceba', 'tomàquet', 'sal', 'cranc sec', 'oli']",sopa_crema,Nigèria
Menudo mexicà (sopa de tripa),mitjana,alta,tebi,primer,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['chili', 'costella de porc', 'peus de porc', 'hominy', 'tripa', 'orenga', 'all', 'llorer', 'pebre', 'sal', 'llimona', 'tortilla']",sopa_crema,Mèxic
Minestra de sèmola,mitjana,mitjana,calent,primer,formal,6.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['brou', 'sèmola', 'formatge parmesà']",sopa_crema,Itàlia
Minestra d’arròs i col,mitjana,baixa,fred,primer,informal,5.0,['totes'],['estiu'],"['col', 'brou', 'arròs', 'pernil', 'tomàquet']",sopa_crema,Itàlia
Minestra d’arròs i nap,mitjana,mitjana,tebi,primer,informal,5.0,['totes'],['estiu'],"['nap', 'sal', 'mantega', 'gravy', 'tomàquet', 'brou', 'arròs']",sopa_crema,Itàlia
Minestrone a la caputxina,mitjana,mitjana,tebi,primer,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['anxova', 'mantega', 'ceba', 'arròs', 'brou']",sopa_crema,Itàlia
Minestrone casolà,mitjana,alta,tebi,primer,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['verdures', 'mantega', 'brou', 'arròs', 'condiment', 'formatge']",sopa_crema,Itàlia
Mongetes al forn,mitjana,mitjana,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mongetes', 'bacó', 'ceba', 'sucre morè']",vegetal_entrant,Estats Units
Mongetes al forn de Boston,mitjana,mitjana,calent,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['bacó', 'mongetes', 'melassa', 'sucre morè', 'ron', 'sal', 'pebre', 'mostassa']",vegetal_entrant,Estats Units
Mongetes amb nyam nigerianes,mitjana,baixa,calent,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mongetes', 'ceba', 'cub de brou', 'sal', 'pebre', 'oli', 'nyam']",vegetal_entrant,Nigèria
Mongetes amb plàtan nigerianes,mitjana,baixa,calent,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mongetes', 'ceba', 'cub de brou', 'pebre sec', 'sal', 'aigua', 'plàtan', 'oli']",vegetal_entrant,Nigèria
Mongetes fregides nigerianes,mitjana,alta,tebi,primer,informal,5.5,['totes'],['estiu'],"['mongetes', 'oli', 'tomàquet', 'ceba', 'all', 'cranc sec', 'cub de brou', 'sal', 'pebre', 'pastanaga', 'mongetes verdes', 'pèsols', 'ceba tendra']",vegetal_entrant,Nigèria
Mongetes refregides,petita,baixa,calent,primer,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mongetes', 'grassa']",vegetal_entrant,Mèxic
Mongetes índies,petita,baixa,tebi,primer,informal,3.5,['totes'],['estiu'],"[‘llenties’, ‘mongetes’, ‘ceba’, ‘tomàquet’, ‘paprika’, ‘sal’, ‘sucre’, ‘comí’, ‘cúrcuma’]",vegetal_entrant,Índia
Moniato i verdures guisat (Ji Akwukwo),mitjana,mitjana,tebi,primer,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['moniato', 'ceba', 'xili', 'espècies', 'sal', 'oli de palma', 'verdures']",vegetal_entrant,Nigèria
Moniatos al forn,petita,baixa,calent,primer,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']",['moniato'],vegetal_entrant,Internacional
Moniatos saltejats amb mel,baixa,baixa,tebi,primer,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['moniato', 'mel', 'sal', 'paprika', 'oli', 'mantega']",vegetal_entrant,Internacional
Moutabbal (albergínia amb tahina),petita,mitjana,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['albergínia', 'tahina', 'llimona', 'all', 'sal', 'oli']",entrant_fred,Pròxim Orient
Muthiya (dumplings fregits de blat i cigrons),mitjana,mitjana,calent,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'fulles', 'farina integral', 'farina de cigró', 'espècies']",entrant_calent,Índia
Múrgoles fregides amb farina de blat de moro,petita,alta,tebi,primer,formal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['múrgoles', 'ou', 'llet', 'blat de moro', 'pebre', 'greix de bacó']",entrant_calent,Internacional
Müsli casolà,petita,baixa,fred,primer,informal,4.0,['totes'],"['hivern', 'tardor']","['civada', 'salvado', 'coco', 'raïm sec', 'albercoc sec', 'ametlles', 'anacards', 'llavors de carbassa', 'llavors de gira-sol']",farinaci_entrant,Suïssa
Nachos masculins (Macho Nachos),petita,baixa,tebi,primer,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['salsa picant', 'mongetes', 'tortilla', 'formatge', 'guacamole', 'nata agra', 'jalapeños']",entrant_calent,Mèxic
Nachos mexicans,mitjana,baixa,calent,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['xips de tortilla', 'formatge', 'pebrot', 'ceba']",entrant_calent,Mèxic
Nachos simples,gran,mitjana,tebi,primer,informal,5.0,['totes'],['estiu'],"['carn picada', 'tomàquet', 'espècies', 'crema agra', 'tortilla chips']",entrant_calent,Mèxic
Nuggets de plàtan,petita,mitjana,tebi,primer,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['plàtan', 'peix', 'curri', 'timó', 'sal', 'cub de brou', 'farina', 'sucre', 'ou', 'llet', 'oli']",entrant_calent,Nigèria
Okra fregida,petita,alta,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['okra', 'llet', 'farina', 'espècies', 'farina de blat de moro']",entrant_calent,Estats Units
Okra guisada,mitjana,mitjana,tebi,primer,informal,5.0,['totes'],['estiu'],"['okra', 'tomàquet', 'ceba', 'all', 'mantega', 'pebre', 'sal']",vegetal_entrant,Àfrica Occidental
Onigiri japonès,petita,baixa,fred,primer,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['arròs', 'farcit', 'umeboshi', 'ton', 'salmó', 'ou', 'katsuobushi', 'nori']",entrant_fred,Japó
Ou centenari amb pernil i gingebre,petita,baixa,fred,primer,formal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou centenari', 'pernil', 'gingebre en vinagre']",entrant_fred,Xina
Ous amb jalapeño,petit,baixa,tebi,primer,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","[‘ceba’, ‘llimònia’, ‘ou’, ‘jalapeño’, ‘formatge’]",entrant_calent,Mèxic
Ous amb portobello,petita,mitjana,calent,primer,formal,5.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['portobello', 'ou', 'sal', 'pebre', 'oli', 'formatge parmesà']",entrant_calent,Internacional
Ous Benedict gairebé,gran,alta,tebi,primer,formal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'llet', 'julivert', 'sal', 'pebre', 'bacó', 'mantega', 'aigua', 'llimona', 'cayena', 'pa', 'xarop d’auró']",entrant_calent,Estats Units
Ous de guatlla amb xili,mitjana,mitjana,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ous de guatlla', 'aigua', 'salsa de soja', 'sucre', 'vinagre', 'all', 'xili']",entrant_calent,Àsia Oriental
Ous en vinagre de remolatxa,petita,mitjana,tebi,primer,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'remolatxa', 'vinagre', 'sucre', 'sriracha', 'sal']",entrant_fred,Europa de l’Est
Ous farcits,petita,mitjana,tebi,primer,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'espècies']",entrant_fred,Internacional
Ous passats per aigua,petita,baixa,tebi,primer,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'sal']",entrant_calent,Internacional
Ous remenats amb herbes,petita,mitjana,calent,primer,informal,3.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'sal', 'pebre negre', 'julivert sec', 'alfàbrega', 'romaní', 'aigua']",entrant_calent,Internacional
Ous remenats amb salsitxa,petita,mitjana,calent,primer,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['salsitxa', 'ou', 'sal', 'verdures']",entrant_calent,Internacional
Ous remenats amb verdures,petita,mitjana,calent,primer,informal,4.0,['totes'],['estiu'],"['oli', 'tomàquet', 'cogombre', 'sal', 'ou', 'ceba']",entrant_calent,Internacional
Pakora de patata,petita,alta,calent,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina de cigró', 'oli', 'xili', 'gingebre', 'sal', 'pebre', 'patata']",entrant_calent,Índia
Papri chaat indi,mitjana,alta,tebi,primer,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'espècies', 'oli', 'tamarinde', 'llimona', 'sucre', 'pebrot', 'comí', 'masala', 'ceba', 'tomàquet', 'patata', 'cigrons', 'sal', 'pebre', 'iogurt']",entrant_fred,Índia
Pastissets tailandesos de peix (Tod Mun),alta,alta,fred,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'sucre', 'sal', 'mongetes', 'peix', 'pasta de curry', 'ou', 'fulles de llima']",entrant_calent,Tailàndia
Patates a la Huancaína,mitjana,mitjana,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['patata', 'formatge', 'aji', 'llet evaporada', 'oli', 'all', 'galetes', 'sal', 'ou', 'olives']",entrant_fred,Perú
Patates al forn,petita,baixa,calent,primer,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['patata', 'oli', 'sal', 'mantega o nata agra']",vegetal_entrant,Internacional
Patates al forn tallades,petita,mitjana,calent,primer,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['patata', 'greix', 'sal']",vegetal_entrant,Internacional
Patates amb salsa verda,mitjana,mitjana,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['nata', 'llet', 'oli', 'llimona', 'ou', 'patata', 'sal']",vegetal_entrant,Internacional
Patates bengalís,mitjana,mitjana,tebi,primer,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ghee', 'patata', 'cúrcuma', 'chili']",entrant_calent,Índia
Patates Colcannon,mitjana,mitjana,calent,primer,formal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['patata', 'verdures', 'mantega', 'pebre', 'sal']",vegetal_entrant,Irlanda
Patates farcides al forn,gran,alta,tebi,primer,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['patata', 'llet', 'formatge', 'mantega', 'all', 'julivert']",entrant_calent,Internacional
Patates fregides casolanes,gran,alta,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['patata', 'sal', 'pebre', 'oli', 'nata', 'ceba tendra']",entrant_calent,Internacional
Patates fregides senceres,mitjana,mitjana,calent,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['patata', 'farina', 'ou', 'pa ratllat', 'greix']",entrant_calent,Internacional
Patates fregides xips,petita,alta,tebi,primer,informal,3.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['patata', 'oli', 'sal']",entrant_calent,Internacional
Patates gratinades fines,mitjana,mitjana,calent,primer,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['patata', 'mantega', 'pa ratllat']",entrant_calent,França
Paté vegà,mitjana,mitjana,tebi,primer,formal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ceba', 'nous', 'pèsols', 'sal', 'pebre', 'comí']",entrant_fred,Internacional
Pebrots Scotch Bonnet farcits,mitjana,mitjana,tebi,primer,formal,6.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['pebrots', 'ricotta', 'formatge parmesà', 'ceba', 'salsitxa']",entrant_calent,Carib
Pebrots vegetarians farcits,mitjana,mitjana,tebi,primer,informal,5.0,['totes'],['estiu'],"['arròs', 'pebrot', 'aigua', 'brou', 'tomàquet', 'sal', 'pebre', 'paprika', 'julivert', 'formatge', 'ceba', 'all', 'olives']",vegetal_entrant,Internacional
Pebrots vermells farcits de formatge i ou (Chushki Byurek),mitjana,mitjana,calent,primer,formal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pebrot vermell', 'formatge', 'ou', 'oli', 'sal', 'julivert']",entrant_calent,Bulgària
Pells de patata rostides,mitjana,mitjana,tebi,primer,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['patata', 'oli', 'sal', 'formatge', 'bacó', 'cibulet']",entrant_calent,Estats Units
Peu de vaca picant nigerià (Nkwobi),gran,alta,tebi,primer,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['peus de vaca', 'sal', 'cub de brou', 'ceba', 'ugba', 'potassa', 'oli de palma', 'cranc sec', 'xili', 'all', 'gingebre', 'fulles', 'ceba']",entrant_calent,Nigèria
Pinakbet filipí,mitjana,alta,tebi,primer,informal,7.0,['totes'],['estiu'],"['oli', 'all', 'ceba', 'tomàquet', 'peix fermentat', 'meló amarg', 'mongetes', 'albergínia', 'okra', 'arròs']",vegetal_entrant,Filipines
Pita fregida amb ous,mitjana,mitjana,tebi,primer,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'pita', 'ou', 'sal', 'pebre']",entrant_calent,Orient Mitjà
Plàtan bullit nigerià,petita,baixa,calent,primer,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['plàtan', 'aigua']",vegetal_entrant,Nigèria
Plàtan fregit (Dodo Ikire),petita,alta,tebi,primer,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['plàtan', 'sal', 'pebre', 'oli']",entrant_calent,Nigèria
Plàtan fregit (Tostón),mitjana,mitjana,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['plàtan', 'oli', 'sal']",entrant_calent,Carib
Plàtan verd fregit,mitjana,mitjana,tebi,primer,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['plàtan verd', 'pebre', 'sal', 'oli']",entrant_calent,Carib
Plàtans fregits (Ngoundja),mitjana,mitjana,fred,primer,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['plàtan', 'oli', 'sal']",entrant_calent,Camerun
Pollastre bullit amb brou,mitjana,baixa,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'aigua', 'ordi perlat', 'sal', 'julivert', 'mantega clarificada']",sopa_crema,Internacional
Porridge de blat de moro (Faten Tsaki),petita,mitjana,tebi,primer,informal,4.5,['totes'],['estiu'],"['tomàquet', 'pebrot', 'oli', 'ceba', 'bouillon', 'espècies', 'farina de blat de moro', 'espinacs']",farinaci_entrant,Nigèria
Porridge de fonio (pate Acha),mitjana,mitjana,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ossos', 'ceba', 'sal', 'aigua', 'albergínia', 'pebrot', 'fonio', 'fulles', 'espinacs']",farinaci_entrant,Nigèria
Porridge de mongetes pelades,mitjana,mitjana,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mongetes pelades', 'pebre', 'cranc sec', 'ceba', 'oli de palma', 'sal']",farinaci_entrant,Nigèria
Porridge de nyam (Mpoto Mpoto),mitjana,mitjana,calent,primer,informal,5.0,['totes'],['estiu'],"['nyam', 'ceba', 'tomàquet', 'pebre', 'peix fumat', 'oli', 'sal']",farinaci_entrant,Congo
Porridge de nyam Yoruba,baixa,baixa,tebi,primer,informal,4.5,['totes'],['estiu'],"['nyam', 'ceba', 'cranc sec', 'tomàquet concentrat', 'xili', 'sal', 'cub de brou', 'oli de palma']",farinaci_entrant,Nigèria
Porridge de pa i cervesa (Øllebrød),mitjana,mitjana,calent,primer,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pa', 'cerveza', 'sucre', 'llimona']",farinaci_entrant,Dinamarca
Porridge de plàtan (Ukang Ukom),mitjana,mitjana,tebi,primer,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['plàtan', 'sal', 'pebre', 'peix sec', 'carn', 'cruïlles de peix', 'oli']",farinaci_entrant,Nigèria
