nom_plat,formalitat,temperatura,complexitat,mida_racio,te_ordre,categoria,procedencia_plat,preu_cost,apte_esdeveniment,disponibilitat,ingredients,ingredients_norm
Xató clàssic amb bacallà i tonyina,formal,tebi,baixa,mitjana,primer,amanida_fresca,Catalunya,8.91,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ametlles', 'avellanes', 'anxoves', 'all', 'nyores', 'pebrot', 'pa', 'vinagre', 'oli', 'sal', 'endívies', 'tonyina', 'bacallà', 'olives']","['ametlles', 'avellanes', 'anxoves', 'all', 'nyores', 'pebrot', 'pa', 'vinagre', 'oli', 'sal', 'endívies', 'tonyina', 'bacallà', 'olives']"
Ají de gallina cremós,formal,tebi,mitjana,mitjana,segon,aus,Perú,21.89,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'ceba', 'chili', 'sal', 'pebre', 'brou', 'pa', 'arròs', 'ou', 'patata', 'olives', 'formatge']","['pollastre', 'ceba', 'chili', 'sal', 'pebre', 'brou', 'pa', 'arròs', 'ou', 'patata', 'olives', 'formatge']"
Pollastre fregit ruandès especiat (Akabenz),informal,tebi,alta,mitjana,segon,aus,Ruanda,14.89,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sal', 'pebre', 'paprika', 'all', 'ceba', 'herbes', 'pollastre', 'oli']","['farina', 'sal', 'pebre', 'paprika', 'all', 'ceba', 'herbes', 'pollastre', 'oli']"
Albergínia a la brasa amb miso i sèsam,informal,tebi,mitjana,petita,segon,forn_brasa,Àsia Oriental,6.69,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['albergínia', 'oli', 'miso', 'sucre', 'sèsam']","['albergínia', 'oli', 'miso', 'sucre', 'sèsam']"
Albergínia a la brasa amb mantega d'all,informal,tebi,mitjana,mitjana,segon,forn_brasa,Àsia Oriental,8.55,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['albergínia', 'oli', 'mantega', 'all', 'sèsam']","['albergínia', 'oli', 'mantega', 'all', 'sèsam']"
Albergínia al forn amb tomàquet i nous,informal,tebi,alta,mitjana,segon,forn_brasa,Mediterrània,10.49,['totes'],['estiu'],"['albergínia', 'xampinyons', 'tomàquet', 'ceba', 'all', 'sal', 'canyella', 'pebre', 'oli', 'nous', 'tàperes', 'tomàquet concentrat']","['albergínia', 'xampinyons', 'tomàquet', 'ceba', 'all', 'sal', 'canyella', 'pebre', 'oli', 'nous', 'tàperes', 'tomàquet concentrat']"
Albergínia amb pebrot i tomàquet (Kyopulo),informal,calent,mitjana,mitjana,segon,vegetal_proteic,Bulgària,6.5,['totes'],['estiu'],"['albergínia', 'pebrot', 'tomàquet', 'all', 'oli', 'vinagre', 'sal', 'julivert']","['albergínia', 'pebrot', 'tomàquet', 'all', 'oli', 'vinagre', 'sal', 'julivert']"
Albergínia farcida egípcia,formal,tebi,alta,mitjana,segon,guisat,Egipte,14.33,['totes'],['estiu'],"['albergínia', 'carn', 'arròs', 'ceba', 'all', 'herbes', 'concentrat de tomàquet', 'comí', 'paprika', 'canel·la', 'oli', 'sal', 'pebre']","['albergínia', 'carn', 'arròs', 'ceba', 'all', 'herbes', 'concentrat de tomàquet', 'comí', 'paprika', 'canel·la', 'oli', 'sal', 'pebre']"
Albergínia rostida amb ceba dolça,informal,tebi,mitjana,mitjana,segon,forn_brasa,Mediterrània,8.39,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['albergínia', 'oli', 'ceba', 'sal']","['albergínia', 'oli', 'ceba', 'sal']"
Parmesana d'albergínia,formal,tebi,alta,gran,segon,forn_brasa,Itàlia,13.5,['totes'],['estiu'],"['albergínia', 'tomàquet', 'formatge', 'farina', 'oli', 'sal', 'herbes']","['albergínia', 'tomàquet', 'formatge', 'farina', 'oli', 'sal', 'herbes']"
Ales de gall dindi amb pebre,informal,calent,alta,gran,segon,aus,Nigèria,11.42,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ales de gall dindi', 'ceba', 'all en pols', 'gingebre', 'cub de brou', 'farigola', 'pebrot', 'oli', 'sal']","['ales de gall dindi', 'ceba', 'all en pols', 'gingebre', 'cub de brou', 'farigola', 'pebrot', 'oli', 'sal']"
Ales BBQ clàssiques,informal,tebi,alta,mitjana,segon,aus,Estats Units,13.31,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'salsa barbacoa', 'paprika', 'llimona', 'sal', 'pebre', 'caiena', ""fum d'hickory""]","['pollastre', 'salsa barbacoa', 'paprika', 'llimona', 'sal', 'pebre', 'caiena', ""fum d'hickory""]"
Ales al romaní i balsàmic,informal,tebi,mitjana,mitjana,segon,aus,Mediterrània,11.72,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'vinagre balsàmic', 'romaní', 'sal', 'pebre', 'xili', 'paprika', 'all', 'farina de blat de moro', 'oli']","['pollastre', 'vinagre balsàmic', 'romaní', 'sal', 'pebre', 'xili', 'paprika', 'all', 'farina de blat de moro', 'oli']"
"Ales ""Buffalo"" amb mantega picant",informal,tebi,mitjana,mitjana,segon,aus,Estats Units,9.59,['totes'],['estiu'],"['ales de pollastre', 'oli', 'espècies', 'mantega', 'salsa picant', 'tomàquet concentrat', 'soia', 'pebre']","['ales de pollastre', 'oli', 'espècies', 'mantega', 'salsa picant', 'tomàquet concentrat', 'soia', 'pebre']"
Ales cruixents estil asiàtic,informal,tebi,alta,mitjana,segon,aus,Àsia Oriental,11.51,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'farina de blat de moro', 'ou', 'salsa hoisin', 'salsa de soja', 'salsa picant', 'all', 'gingebre', ""oli d'all picant""]","['pollastre', 'farina de blat de moro', 'ou', 'salsa hoisin', 'salsa de soja', 'salsa picant', 'all', 'gingebre', ""oli d'all picant""]"
Ales picants amb llima i chipotle,informal,tebi,alta,mitjana,segon,aus,Mèxic,10.35,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'ales', 'sal', 'pebre', 'salsa', 'mantega', 'llimona', 'all']","['oli', 'ales', 'sal', 'pebre', 'salsa', 'mantega', 'llimona', 'all']"
Aletes amb mel i llima,informal,tebi,alta,mitjana,segon,aus,Amèrica del Nord,12.03,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'suc de llima', 'mel', 'maizena', 'salsa', 'all', 'oli']","['pollastre', 'suc de llima', 'mel', 'maizena', 'salsa', 'all', 'oli']"
Aletes BBQ amb mel,informal,tebi,alta,gran,segon,aus,Estats Units,10.27,['totes'],['estiu'],"['pollastre', 'sal', 'pebre', 'tomàquet', 'mel', 'vinagre', 'oli']","['pollastre', 'sal', 'pebre', 'tomàquet', 'mel', 'vinagre', 'oli']"
Aletes BBQ fum d'hickory,informal,tebi,alta,mitjana,segon,aus,Estats Units,12.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'salsa', 'fum hickory', 'oli']","['pollastre', 'salsa', 'fum hickory', 'oli']"
Aletes picants fregides,informal,tebi,mitjana,mitjana,segon,aus,Estats Units (Sud),8.79,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['aletes de pollastre', 'pebre vermell', 'pebre', 'sal', 'paprika', 'ou', 'pell de llima', 'sèmola de blat de moro', 'oli']","['aletes de pollastre', 'pebre vermell', 'pebre', 'sal', 'paprika', 'ou', 'pell de llima', 'sèmola de blat de moro', 'oli']"
Aletes glaçades amb xarop d'auró,informal,tebi,mitjana,petita,segon,aus,Canadà,7.75,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'fum hickory', 'sal', 'pebre', ""xarop d'auró"", 'maizena', 'salsa']","['pollastre', 'fum hickory', 'sal', 'pebre', ""xarop d'auró"", 'maizena', 'salsa']"
Aletes picants amb tequila i llima,informal,calent,alta,mitjana,segon,aus,Mèxic,10.38,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['aletes de pollastre', 'sal', 'pebre', 'tequila', 'llimona', 'salsa picant', 'oli']","['aletes de pollastre', 'sal', 'pebre', 'tequila', 'llimona', 'salsa picant', 'oli']"
Aletes al xipotle fumat,informal,calent,alta,gran,segon,aus,Mèxic,12.54,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['aletes', 'salsa chipotle', 'mantega', 'all', 'oli']","['aletes', 'salsa chipotle', 'mantega', 'all', 'oli']"
Alicha Wot suau (estofat etíop),informal,tebi,alta,mitjana,segon,guisat,Etiòpia,12.53,['totes'],['estiu'],"['oli', 'ceba', 'all', 'espècies', 'gingebre', 'tomàquet', 'cúrcuma', 'comí', 'coriandre', 'sal', 'carn', 'pebre', 'brou', 'julivert']","['oli', 'ceba', 'all', 'espècies', 'gingebre', 'tomàquet', 'cúrcuma', 'comí', 'coriandre', 'sal', 'carn', 'pebre', 'brou', 'julivert']"
Amanida de pasta amb pollastre,informal,fred,baixa,mitjana,segon,farinaci_principal,Europa Occidental,6.55,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pastanaga', 'cogombre', 'pasta', 'mongetes', 'pèsols', 'blat de moro', 'faves', 'ou', 'pollastre', 'salses']","['pastanaga', 'cogombre', 'pasta', 'mongetes', 'pèsols', 'blat de moro', 'faves', 'ou', 'pollastre', 'salses']"
Arròs al curri amb panses,informal,tebi,mitjana,mitjana,segon,farinaci_principal,Índia,7.44,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['arròs', 'greix', 'curri', 'ceba', 'raïm sec', 'brou']","['arròs', 'greix', 'curri', 'ceba', 'raïm sec', 'brou']"
Arròs al forn amb carn i tomàquet (Malta),formal,tebi,alta,gran,segon,forn_brasa,Malta,14.65,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']",['estiu'],"['ceba', 'oli', 'bacó', 'all', 'tomàquet', 'carn picada', 'ou', 'arròs', 'aigua', 'formatge', 'sal', 'pebre']","['ceba', 'oli', 'bacó', 'all', 'tomàquet', 'carn picada', 'ou', 'arròs', 'aigua', 'formatge', 'sal', 'pebre']"
Arròs amb blat de moro i verdures,formal,tebi,alta,mitjana,segon,farinaci_principal,Àfrica Occidental,9.95,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']",['estiu'],"['ceba', 'pebrot', 'all', 'oli', 'espècies', 'arròs', 'brou', 'vi', 'fulles']","['ceba', 'pebrot', 'all', 'oli', 'espècies', 'arròs', 'brou', 'vi', 'fulles']"
Arròs amb moltó estofat,formal,tebi,alta,gran,segon,guisat,Orient Mitjà,14.97,['totes'],['estiu'],"['tomàquet', 'xili', 'all', 'ceba', 'carn de moltó', 'brou', 'arròs']","['tomàquet', 'xili', 'all', 'ceba', 'carn de moltó', 'brou', 'arròs']"
Arròs amb coco,segon,alta,mitjana,mitjana,postres,"""['arròs','sal','albergínia','oli','coriandre','llenties','xili','coco','llimona','cúrcuma']""",farinaci_principal,6.5,['7.0'],['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['estiu', 'hivern', 'primavera', 'tardor']"
Mejadra (arròs amb llenties i ceba),informal,tebi,mitjana,mitjana,segon,vegetal_proteic,Orient Mitjà,7.12,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llenties', 'oli', 'sal', 'baharat', 'comí', 'cardamoma', 'aigua', 'arròs', 'pebre', 'ceba']","['llenties', 'oli', 'sal', 'baharat', 'comí', 'cardamoma', 'aigua', 'arròs', 'pebre', 'ceba']"
Arròs amb mongetes a la jamaicana,informal,tebi,mitjana,mitjana,segon,vegetal_proteic,Carib,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mongetes', 'aigua', 'sal', 'all', 'llet de coco', 'pebre', 'ceba tendra', 'farigola', 'margarina', 'espècies', 'arròs']","['mongetes', 'aigua', 'sal', 'all', 'llet de coco', 'pebre', 'ceba tendra', 'farigola', 'margarina', 'espècies', 'arròs']"
Arròs amb frijoles negres,informal,tebi,mitjana,mitjana,segon,vegetal_proteic,Cuba,8.42,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mongetes negres', 'pebrot', 'oli', 'ceba', 'all', 'sal', 'pebre', 'orenga', 'llorer', 'sucre', 'vinagre', 'vi', 'arròs']","['mongetes negres', 'pebrot', 'oli', 'ceba', 'all', 'sal', 'pebre', 'orenga', 'llorer', 'sucre', 'vinagre', 'vi', 'arròs']"
Arròs fred amb ou i xili,informal,fred,alta,mitjana,segon,farinaci_principal,Àsia Oriental,7.55,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['arròs', 'ceba', 'chili', 'gingebre', 'all', 'espècies', 'sal', 'ou']","['arròs', 'ceba', 'chili', 'gingebre', 'all', 'espècies', 'sal', 'ou']"
Arròs amb pollastre casolà,informal,tebi,alta,gran,segon,aus,Espanya,14.31,['totes'],['estiu'],"['pollastre', 'oli', 'all', 'ceba', 'pebrot', 'tomàquet', 'espècies', 'arròs', 'brou']","['pollastre', 'oli', 'all', 'ceba', 'pebrot', 'tomàquet', 'espècies', 'arròs', 'brou']"
Arròs amb safrà i mongetes,formal,tebi,alta,mitjana,segon,vegetal_proteic,Mediterrània,10.53,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']",['estiu'],"['oli', 'curry', 'patata', 'ceba', 'pebrot', 'tomàquet', 'all', 'pinyons', 'comí', 'orenga', 'xili', 'paprika', 'safrà', 'vi negre', 'arròs', 'mongetes', 'formatge']","['oli', 'curry', 'patata', 'ceba', 'pebrot', 'tomàquet', 'all', 'pinyons', 'comí', 'orenga', 'xili', 'paprika', 'safrà', 'vi negre', 'arròs', 'mongetes', 'formatge']"
Arròs amb tofu i fruits secs,informal,tebi,mitjana,petita,segon,vegetal_proteic,Àsia Oriental,6.9,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['arròs', 'tofu', 'oli', 'ametlles', 'anacards', 'panses', 'llorer', 'pebre', 'canyella', 'clau', 'aigua', 'sal']","['arròs', 'tofu', 'oli', 'ametlles', 'anacards', 'panses', 'llorer', 'pebre', 'canyella', 'clau', 'aigua', 'sal']"
Arròs de mantega a l'estil liberià,informal,tebi,mitjana,mitjana,segon,farinaci_principal,Liberia,6.67,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['arròs', 'brou', 'ceba', 'all', 'mantega', 'llorer', 'sal', 'pebre', 'julivert']","['arròs', 'brou', 'ceba', 'all', 'mantega', 'llorer', 'sal', 'pebre', 'julivert']"
Arròs de tamarinde (Puliyodarai),informal,tebi,mitjana,mitjana,segon,farinaci_principal,Índia,8.99,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['arròs', 'llenties', 'coriandre', 'fenigrec', 'xili', 'oli', 'sèsam', 'fulles de curri', 'tamarinde', 'cúrcuma', 'sal']","['arròs', 'llenties', 'coriandre', 'fenigrec', 'xili', 'oli', 'sèsam', 'fulles de curri', 'tamarinde', 'cúrcuma', 'sal']"
Arròs de tamarinde sud-indi (Pulihora),informal,tebi,alta,mitjana,segon,farinaci_principal,Índia,11.85,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['arròs', 'oli', 'xili', 'llenties', 'mongetes', 'llavors de mostassa', 'fulles de curri', 'cúrcuma', 'tamarinde', 'sal', 'jaggery']","['arròs', 'oli', 'xili', 'llenties', 'mongetes', 'llavors de mostassa', 'fulles de curri', 'cúrcuma', 'tamarinde', 'sal', 'jaggery']"
Pohe (arròs especiat),informal,tebi,mitjana,petita,segon,farinaci_principal,Índia,6.57,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['arròs', 'oli', 'rai', 'cúrcuma', 'xili', 'ceba', 'sal']","['arròs', 'oli', 'rai', 'cúrcuma', 'xili', 'ceba', 'sal']"
Arròs fregit clàssic,informal,fred,mitjana,mitjana,segon,farinaci_principal,Àsia Oriental,7.04,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['arròs', 'soja', 'oli', 'verdures', 'ou', 'sal', 'pebre', 'carn', 'peix']","['arròs', 'soja', 'oli', 'verdures', 'ou', 'sal', 'pebre', 'carn', 'peix']"
Arròs fregit estil indi,informal,tebi,mitjana,mitjana,segon,farinaci_principal,Índia,7.8,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'ou', 'all', 'pebres', 'mongetes', 'ceba tendra', 'peix o pollastre', 'arròs', 'sal', 'pebre', 'soja']","['oli', 'ou', 'all', 'pebres', 'mongetes', 'ceba tendra', 'peix o pollastre', 'arròs', 'sal', 'pebre', 'soja']"
Arròs fregit africà (Riz Gras),formal,tebi,alta,gran,segon,farinaci_principal,Àfrica Occidental,13.54,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['arròs', 'oli', 'ceba', 'verdures', 'carn', 'ou', 'salsa de soja', 'oli de sèsam', 'sal', 'ceba tendra']","['arròs', 'oli', 'ceba', 'verdures', 'carn', 'ou', 'salsa de soja', 'oli de sèsam', 'sal', 'ceba tendra']"
Arròs fregit al gin,informal,calent,alta,mitjana,segon,farinaci_principal,Europa Occidental,8.64,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['arròs', 'sal', 'pebre', 'ou', 'soja', 'gin', 'pollastre', 'mantega', 'all', 'pebrot']","['arròs', 'sal', 'pebre', 'ou', 'soja', 'gin', 'pollastre', 'mantega', 'all', 'pebrot']"
Arròs fregit amb barbacoa i porc,informal,tebi,mitjana,mitjana,segon,farinaci_principal,Estats Units,8.99,['totes'],['estiu'],"['oli', 'ceba', 'all', 'chili', 'porc', 'pastanaga', 'arròs', 'salsa barbacoa', 'soja', 'ou', 'peix', 'verdures']","['oli', 'ceba', 'all', 'chili', 'porc', 'pastanaga', 'arròs', 'salsa barbacoa', 'soja', 'ou', 'peix', 'verdures']"
Arròs fregit amb bolets i pollastre,formal,tebi,mitjana,mitjana,segon,farinaci_principal,Àsia Oriental,10.43,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']",['estiu'],"['oli', 'all', 'ceba', 'pebrot', 'pollastre', 'gamba', 'bolets', 'arròs', ""salsa d'ostra"", 'pols de pollastre', 'sal', 'salsa hoisin']","['oli', 'all', 'ceba', 'pebrot', 'pollastre', 'gamba', 'bolets', 'arròs', ""salsa d'ostra"", 'pols de pollastre', 'sal', 'salsa hoisin']"
Arròs fregit tailandès amb cacauet,informal,tebi,alta,mitjana,segon,farinaci_principal,Tailàndia,9.44,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['soja', 'aigua', 'sirope', 'cacauet', 'pasta de curry', 'vinagre negre', 'oli', 'ou', 'arròs', 'edamame', 'pastanaga', 'cacauets']","['soja', 'aigua', 'sirope', 'cacauet', 'pasta de curry', 'vinagre negre', 'oli', 'ou', 'arròs', 'edamame', 'pastanaga', 'cacauets']"
Arròs fregit tailandès amb cacauet (vegà),informal,tebi,mitjana,mitjana,segon,farinaci_principal,Tailàndia,7.28,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['soja', 'aigua', 'sirope', 'cacauet', 'pasta de curry vegana', 'vinagre negre', 'oli', 'edamame', 'arròs', 'pastanaga', 'cacauets']","['soja', 'aigua', 'sirope', 'cacauet', 'pasta de curry vegana', 'vinagre negre', 'oli', 'edamame', 'arròs', 'pastanaga', 'cacauets']"
Arròs fregit amb coco,segon,alta,mitjana,mitjana,postres,"""['arròs','oli de coco','ceba','all','farigola','gingebre','llet de coco','brou','llorer','curry','pebre','sal','gamba','pastanaga','blat de moro','pebrot']""",marisc,6.5,['7.0'],['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['estiu', 'hivern', 'primavera', 'tardor']"
Arròs fregit amb col i comí,informal,tebi,alta,mitjana,segon,farinaci_principal,Àsia Oriental,9.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ceba', 'all', 'pastanaga', 'oli', 'col', 'arròs', 'sal', 'comí']","['ceba', 'all', 'pastanaga', 'oli', 'col', 'arròs', 'sal', 'comí']"
Arròs fregit amb cranc,informal,tebi,mitjana,mitjana,segon,marisc,Tailàndia,10.76,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'all', 'ceba', 'brots de soja', 'xili', 'cranc', 'ceba tendra', 'arròs', 'salsa de peix', 'sal', 'pebre']","['oli', 'all', 'ceba', 'brots de soja', 'xili', 'cranc', 'ceba tendra', 'arròs', 'salsa de peix', 'sal', 'pebre']"
Arròs fregit amb curri i verdures,informal,tebi,mitjana,mitjana,segon,farinaci_principal,Índia,7.95,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'sèsam', 'all', 'ceba tendra', 'carn', 'verdures', 'arròs', 'espècies', 'soja', 'sal', 'pebre']","['oli', 'sèsam', 'all', 'ceba tendra', 'carn', 'verdures', 'arròs', 'espècies', 'soja', 'sal', 'pebre']"
Arròs fregit amb gambes,informal,tebi,mitjana,mitjana,segon,marisc,Àsia Oriental,11.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['gamba', 'sal', 'pebre', 'oli', 'ou', 'all', 'gingebre', 'ceba', 'pebrot', 'pèsols', 'pastanaga', 'espècies', 'arròs', 'salsa de soja']","['gamba', 'sal', 'pebre', 'oli', 'ou', 'all', 'gingebre', 'ceba', 'pebrot', 'pèsols', 'pastanaga', 'espècies', 'arròs', 'salsa de soja']"
Arròs fregit amb hamburguesa,informal,tebi,mitjana,mitjana,segon,carn,Estats Units,8.33,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'all', 'ceba', 'gingebre', 'pebrot', 'carn', 'ceba tendra', 'api', 'arròs', 'sal', 'pebre', 'soja']","['oli', 'all', 'ceba', 'gingebre', 'pebrot', 'carn', 'ceba tendra', 'api', 'arròs', 'sal', 'pebre', 'soja']"
Arròs fregit amb marisc variat,informal,tebi,mitjana,mitjana,segon,marisc,Àsia Oriental,10.06,['totes'],['estiu'],"['oli', 'all', 'bacon', 'gamba', 'mandonguilles de peix', 'pollastre', 'arròs', 'brots de soja', 'ceba tendra', 'sal', 'pebre', 'xili', 'salsa de soja', 'verdures']","['oli', 'all', 'bacon', 'gamba', 'mandonguilles de peix', 'pollastre', 'arròs', 'brots de soja', 'ceba tendra', 'sal', 'pebre', 'xili', 'salsa de soja', 'verdures']"
Arròs fregit nigerià amb ou,informal,fred,mitjana,mitjana,segon,farinaci_principal,Nigèria,7.58,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'cub de brou', 'farigola', 'ceba', 'pebre', 'sal', 'oli', 'arròs']","['ou', 'cub de brou', 'farigola', 'ceba', 'pebre', 'sal', 'oli', 'arròs']"
Arròs fregit amb peix salat,informal,tebi,mitjana,mitjana,segon,peix,Àfrica Occidental,12.27,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'all', 'xili', 'ceba tendra', 'peix salat', 'pollastre', 'brots de soja', 'arròs', 'sal', 'salsa de peix', 'pebre']","['oli', 'all', 'xili', 'ceba tendra', 'peix salat', 'pollastre', 'brots de soja', 'arròs', 'sal', 'salsa de peix', 'pebre']"
